timestamp,voltage,accuracy,status,duration,avg_power_watts,avg_current_amps
2021-11-19 17:20:58,0.8500,0.999612,SUCCESS,0.60,7.7711,9.1458
2021-11-19 17:21:00,0.8400,0.999612,SUCCESS,0.59,6.8034,8.1016
2021-11-19 17:21:02,0.8300,0.999612,SUCCESS,0.58,5.6019,6.7526
2021-11-19 17:21:04,0.8200,0.999612,SUCCESS,0.58,5.6715,6.9193
2021-11-19 17:21:05,0.8100,0.999612,SUCCESS,0.58,7.6798,9.4844
2021-11-19 17:21:07,0.8000,0.999612,SUCCESS,0.58,7.4224,9.2812
2021-11-19 17:21:09,0.7900,0.999612,SUCCESS,0.58,6.6509,8.4219
2021-11-19 17:21:11,0.7800,0.999612,SUCCESS,0.58,6.3486,8.1406
2021-11-19 17:21:12,0.7700,0.999612,SUCCESS,0.59,5.8794,7.6354
2021-11-19 17:21:14,0.7600,0.999612,SUCCESS,0.58,5.8176,7.6562
2021-11-19 17:21:16,0.7500,0.999612,SUCCESS,0.59,5.4168,7.2240
2021-11-19 17:21:18,0.7400,0.999612,SUCCESS,0.58,5.5385,7.4870
2021-11-19 17:21:19,0.7300,0.999612,SUCCESS,0.58,5.2461,7.1875
2021-11-19 17:21:21,0.7200,0.999612,SUCCESS,0.59,5.0156,6.9688
2021-11-19 17:21:23,0.7100,0.999612,SUCCESS,0.58,4.8115,6.7786
2021-11-19 17:21:25,0.7000,0.999612,SUCCESS,0.58,4.6525,6.6484
2021-11-19 17:21:26,0.6900,0.999612,SUCCESS,0.58,4.5757,6.6328
2021-11-19 17:21:28,0.6800,0.999612,SUCCESS,0.58,4.2845,6.3021
2021-11-19 17:21:30,0.6700,0.999612,SUCCESS,0.58,4.1840,6.2448
2021-11-19 17:21:32,0.6600,0.999612,SUCCESS,0.59,4.0432,6.1276
2021-11-19 17:21:34,0.6500,0.999612,SUCCESS,0.59,3.8363,5.9036
2021-11-19 17:21:35,0.6400,0.999612,SUCCESS,0.59,3.6670,5.7292
2021-11-19 17:21:37,0.6300,0.999612,SUCCESS,0.58,3.3910,5.3828
2021-11-19 17:21:39,0.6200,0.999612,SUCCESS,0.59,3.4771,5.6094
2021-11-19 17:21:41,0.6100,0.999698,SUCCESS,0.58,3.4516,5.6589
2021-11-19 17:21:42,0.6000,0.999285,SUCCESS,0.59,3.0922,5.1562
2021-11-19 17:21:44,0.5990,0.99911,SUCCESS,0.59,3.0981,5.1745
2021-11-19 17:21:46,0.5980,0.999398,SUCCESS,0.59,3.2507,5.4375
2021-11-19 17:21:48,0.5970,0.999293,SUCCESS,0.59,3.1867,5.3385
2021-11-19 17:21:49,0.5960,0.999396,SUCCESS,0.59,3.1143,5.2266
2021-11-19 17:21:51,0.5950,0.999293,SUCCESS,0.59,3.1042,5.2188
2021-11-19 17:21:53,0.5940,0.999176,SUCCESS,0.58,3.3469,5.6354
2021-11-19 17:21:55,0.5930,0.999367,SUCCESS,0.58,3.1818,5.3698
2021-11-19 17:21:56,0.5920,0.999239,SUCCESS,0.59,3.1574,5.3359
2021-11-19 17:21:58,0.5910,0.999407,SUCCESS,0.60,3.3249,5.6276
2021-11-19 17:22:00,0.5900,0.998867,SUCCESS,0.58,3.0855,5.2318
2021-11-19 17:22:02,0.5890,0.998578,SUCCESS,0.58,3.1371,5.3281
2021-11-19 17:22:03,0.5880,0.994159,SUCCESS,0.60,3.1345,5.3333
2021-11-19 17:22:05,0.5870,0.981371,SUCCESS,0.59,3.1470,5.3620
2021-11-19 17:22:07,0.5860,0.824585,SUCCESS,0.58,3.1806,5.4297
2021-11-19 17:22:09,0.5850,0.128175,SUCCESS,0.61,3.1574,5.3984
2021-11-19 17:22:10,0.5840,0.0793945,SUCCESS,0.59,3.2566,5.5781
2021-11-19 17:22:12,0.5830,0.159122,SUCCESS,0.59,3.0701,5.2682
2021-11-19 17:22:14,0.5820,0.134709,SUCCESS,0.59,3.0256,5.2005
2021-11-19 17:22:16,0.5810,0.12675,SUCCESS,0.59,3.0484,5.2500
2021-11-19 17:22:18,0.5800,0.155855,SUCCESS,0.58,3.0357,5.2370
2021-11-19 17:22:19,0.5790,0.138764,SUCCESS,0.59,2.9707,5.1328
2021-11-19 17:22:21,0.5780,0.126286,SUCCESS,0.58,2.9954,5.1849
2021-11-19 17:22:23,0.5770,0.204552,SUCCESS,0.59,2.8702,4.9766
2021-11-19 17:22:25,0.5760,0.147159,SUCCESS,0.59,2.9017,5.0391
2021-11-19 17:22:26,0.5750,0.276288,SUCCESS,0.59,2.9828,5.1901
2021-11-19 17:22:28,0.5740,0.836877,SUCCESS,0.58,2.8695,5.0000
2021-11-19 17:22:30,0.5730,0.544144,SUCCESS,0.59,2.9895,5.2188
2021-11-19 17:22:32,0.5720,0.73786,SUCCESS,0.59,2.9072,5.0859
2021-11-19 17:22:33,0.5710,0.869883,SUCCESS,0.59,2.8135,4.9297
2021-11-19 17:22:35,0.5700,0.578814,SUCCESS,0.59,2.8364,4.9792
2021-11-19 17:22:37,0.5690,0.981248,SUCCESS,0.59,2.8394,4.9922
2021-11-19 17:22:39,0.5680,0.259576,SUCCESS,0.59,2.8715,5.0573
2021-11-19 17:22:40,0.5670,0.511114,SUCCESS,0.59,2.8381,5.0078
2021-11-19 17:22:42,0.5660,0.993411,SUCCESS,0.59,2.8650,5.0625
2021-11-19 17:22:44,0.5650,0.981043,SUCCESS,0.59,2.8121,4.9792
2021-11-19 17:23:01,0.5640,0.0,SUCCESS (GUI Ignored),16.24,2.8122,4.9875
2021-11-19 17:23:03,0.5630,0.0,SUCCESS (GUI Ignored),0.47,2.8215,5.0117
2021-11-19 17:23:04,0.5620,0.0,SUCCESS (GUI Ignored),0.47,2.8126,5.0078
2021-11-19 17:23:06,0.5610,0.0,SUCCESS (GUI Ignored),0.47,2.7765,4.9531
2021-11-19 17:23:07,0.5600,0.0,SUCCESS (GUI Ignored),0.47,2.7957,4.9961
2021-11-19 17:23:09,0.5590,0.0,SUCCESS (GUI Ignored),0.47,2.7630,4.9453
2021-11-19 17:23:10,0.5580,0.0,SUCCESS (GUI Ignored),0.48,2.7647,4.9570
2021-11-19 17:23:12,0.5570,0.0,SUCCESS (GUI Ignored),0.47,2.7164,4.8789
2021-11-19 17:23:13,0.5560,0.0,SUCCESS (GUI Ignored),0.47,2.6791,4.8203
2021-11-19 17:23:15,0.5550,0.0,SUCCESS (GUI Ignored),0.47,2.6397,4.7578
2021-11-19 17:23:16,0.5540,0.0,SUCCESS (GUI Ignored),0.47,2.7902,5.0391
2021-11-19 17:23:18,0.5530,0.0,SUCCESS (GUI Ignored),0.47,2.6494,4.7891
2021-11-19 17:23:19,0.5520,0.0,SUCCESS (GUI Ignored),0.47,2.7049,4.9023
2021-11-19 17:23:21,0.5510,0.0,SUCCESS (GUI Ignored),0.47,2.5898,4.7031
2021-11-19 17:20:39,0.8500,0.999612,SUCCESS,0.60,7.8567,9.2448
2021-11-19 17:20:41,0.8400,0.999612,SUCCESS,0.59,7.5841,9.0312
2021-11-19 17:20:43,0.8300,0.999612,SUCCESS,0.60,5.8385,7.0365
2021-11-19 17:20:45,0.8200,0.999612,SUCCESS,0.58,5.2024,6.3464
2021-11-19 17:20:46,0.8100,0.999612,SUCCESS,0.58,6.5348,8.0703
2021-11-19 17:20:48,0.8000,0.999612,SUCCESS,0.59,7.5008,9.3802
